,g1,g2,g3,g4,g6,g7,g8,cluster
E4526_9,1.906863855723517,0.5502803543379204,0.0132811803471371,0.0323903488986052,0.0153228003097809,0.0240260731865298,1.297588032829183,0
E1717_41,1.8813183579389687,0.2934108875875227,0.0673292892384061,0.0019206140584243,0.0064259805928089,0.0063446713942098,2.0252656974679235,0
E614_11,1.5271918716613038,0.8442854568835894,0.0228335149193996,0.0144403149372117,0.0038848309176462,0.0023652868253754,1.1992482219380685,0
E1405_19,1.3372326576499949,0.6688287203943635,0.0018372281755027,0.0678871215910867,0.0001508357353927,0.0296054685315449,1.5832089152524125,0
E3460_8,1.38356310158875,0.417832542327779,0.0923382069433694,0.0141009303251163,0.0287175568328177,0.008999471747648,0.9780102735999848,0
E3548_11,1.4160563639978847,0.6851554202791902,0.0008601124067233,0.0047700394526461,0.0344029634617887,0.0008747389986951,1.6435438812471106,0
E1975_8,1.6919731694222917,0.6580041380096301,0.0291370624929064,0.0005793220152268,0.0001061364087053,0.0022363905263572,1.2117747560925152,0
E4496_6,1.5625720185488103,0.7393381299122376,0.0074107091941468,0.0012105588371043,0.0064034347105442,0.0085280070141245,0.900009203255434,0
E1237_3,1.1011045962532136,0.3365929323457252,0.0273555825929392,0.0008891237675135,0.0183410733242021,0.0072729952583934,0.5309200278354843,0
E1129_8,1.9134592673709367,0.8869897945431809,0.0014604938772156,0.0416913528716228,0.0417760701843348,0.0325272632164285,1.0790367272265295,0
E777_42,2.0754541644712643,0.6126545730589927,0.0196004053478312,0.1212686765559298,0.0118781393045167,0.0030863952048701,1.790469248705638,0
E604_36,1.5453512617146452,1.2535294617306598,0.0068734180382034,0.0065868923366334,0.0016769833821671,0.0032356446570474,1.1753860669107237,0
E1837_11,1.8157225572910047,0.2339222237536673,0.0151473862834961,0.0048098920431631,0.041544584126745,0.00282366754253,1.3976653870917246,0
E2097_63,2.5438156646778705,1.1342948507606607,0.0609222245702372,0.0066528299143602,0.0235334862630814,0.024891076026438,1.742416522815877,0
E4019_19,1.924501724863113,0.8869978234944244,0.0343920731468807,0.0237952208625435,0.0009773760224163,0.0128748114758,1.4753343848566505,0
E1784_15,1.6759447752509706,0.8946389739844957,0.0080734991397282,0.0026141535516982,0.0177582907586651,0.1331975830450672,1.5374992072469027,0
E438_36,2.107109114504419,0.7029841032266508,0.0114374786828482,0.0094210377469808,0.0169434427199041,0.0222760117375534,1.978563383188629,0
E2297_15,1.8026482150462173,0.8341605600050969,0.0520076467410892,0.0370281394402479,0.0207069402251697,0.0247913243548203,1.5629114592446465,0
E2147_34,2.0264876649038337,1.4313382915649828,0.007032104009445,0.001706834610014,0.0013024353437199,0.0023074880143694,1.339099978896244,0
E3291_26,1.5689054163689873,1.2812171326479231,0.0264635671708257,0.0220331143685836,0.001170968058725,0.0022563853618023,1.680789112701896,0
E968_11,2.100851021694881,0.9471786059680536,0.0002054743742872,0.0004812558248089,0.0474104828928421,0.0801974126978224,1.7872291804433296,0
E601_17,2.0263212466776253,0.7920109381522741,0.0042013479643483,0.0350325216669249,0.0047010723547602,0.0001535465430296,1.3054558306283115,0
E2003_123,1.7871420177374175,0.9890289394863114,0.0474712217543118,0.0081037429081346,0.0070013470744589,0.0006952229658934,2.3621547515489087,0
E4158_5,1.3694672294767696,0.3681880669063975,0.0086599276577368,0.0468527487702374,0.0046024662197753,0.0032912349994739,0.7751057804531519,0
E2025_28,2.000356211649988,0.927669733163222,0.0190753986337386,0.0023596997530987,0.0209266404432802,0.0335681297129127,1.7798669551678865,0
E4451_23,2.2431460025073564,0.6101246211815318,0.0179356664514534,0.0235810139917242,0.001853271339883,0.0021692304949769,1.795033295186422,0
E4654_12,1.5125458877203812,0.3941436043273419,0.0008129333306574,0.0276218584072774,0.0041947600435753,0.0183607470461117,2.09448287524341,0
E1256_41,1.276653462934366,1.4317114413355507,0.0065335178788031,0.0669995423712225,0.0123703460364145,0.0126402382548272,1.6451460700395972,0
E1763_1,1.0553594919195706,0.1075455920319073,0.0175419236194516,0.0105369389181104,0.0210365302284745,0.0169568849482267,0.2085936071985062,0
E3902_61,1.7665182943528033,1.0795285741664058,0.2540378530786528,0.0065315730062955,0.0250272211680831,0.0054087470938016,2.198737746371296,0
E284_22,1.7533934285561847,1.2839551849640942,0.006636317459683,0.0233425734992139,0.0223398567135021,0.0122143000279329,1.2939093572985083,0
E4503_20,1.9493409410412967,1.001619670931921,0.0410985941470962,0.0122224833542788,0.0091381177805721,0.0007566282423302,1.2279278296292144,0
E1076_38,1.8459247317672216,0.4467296477719094,0.0336358646099947,0.0202897268218337,0.0117401379798942,0.0520487583672371,1.5748193554630838,0
E179_70,1.8973565428999868,1.218847402223962,0.0398651012660252,0.0287307717892043,0.1020401288452277,0.0029527629465851,1.6296683150659868,0
E2161_2,1.3945356443945758,0.1807133230443388,0.0165827255610577,0.0045816726967935,0.0035921084448027,0.0022788010895417,0.3584544165020705,0
E229_62,2.039587868291667,1.1364601642522791,0.0109306682734129,0.000714999526215,0.0184532848748262,0.0161754576648469,1.8242317599638709,0
E3778_1,0.9911362360640528,0.1256429012323842,0.0076716237550495,0.0207133355511608,0.0071055833026716,0.004237845115589,0.2182993921622741,0
E979_16,2.223721004940228,0.9949928039051932,0.0010973876817699,0.0125554259916648,0.0044662602303104,0.0352056477128037,1.883873123630285,0
E3875_19,2.083630936020165,1.42821936753393,0.0061102597499765,0.0232011844504626,0.004546709068672,0.0072468378655912,1.326146907741213,0
E808_4,1.2152743238229886,0.4306694618351013,0.0119320083444581,0.0011315018731106,0.0031095800981802,0.0492883978992431,0.495858468740643,0
E1115_14,1.7680146012966005,1.096294209732347,0.0082454380305474,0.0152780193190058,0.0051717870959752,9.316276636988675e-05,1.71211582542647,0
E4331_26,1.7534311701450151,0.7103542185315088,0.0681511042194148,0.0107673401626493,0.0399922992264016,0.0123222215875685,2.302330051065009,0
E453_28,2.6313206320585403,0.4801024937731806,0.0375865968339947,0.02114959788977,0.043078622763942,0.0039147339375911,1.578317939706561,0
E1021_11,1.7251499687223313,1.1004134151614833,0.0240873967653484,0.0109361138821453,0.0158325802826194,0.0372707148019014,1.3821063126168034,0
E278_32,1.7441266130050763,1.0391710789715058,0.011193699472278,0.208578225526825,0.0544501215191953,0.0204116385915889,1.8295304997435384,0
E1619_98,1.9068365673704613,0.324416600256172,0.0257938101312713,0.0292701734259527,0.0724074879923767,0.0424939924565603,1.5428157635284383,0
E2501_6,2.124832442410653,0.4967223693997174,0.0283515360557076,0.0005425359304075,0.0298375926694219,0.0010495728485943,0.8845104606742825,0
E2345_27,1.4557840563561808,1.1859897638343868,0.0007480362741937,0.1490982697633256,0.0215063645764697,0.0212313605434472,2.1700716463191307,0
E983_31,1.7049620846315712,0.6976725973727248,0.0065611909146135,0.0332073459431086,0.0289715126704804,0.0769491524655087,1.5349143454110377,0
E3044_3,1.1803391206308491,0.2874673421796853,0.0324705919631194,0.0156828023476785,0.0063812334392319,0.0228711089034983,0.5418107370005517,0
E2769_17,1.9636624876406392,0.474155221899608,0.030503369407044,0.0009696684093785,0.011703733117474,0.0433731959218925,1.7674608927356623,0
E300_397,1.1918671264095395,0.0019480233439785,0.0130222709649879,0.0396549472292074,0.5589279509790591,0.0030543069822952,1.8465359607662133,0
E4776_53,2.2132063196637835,1.3535313593802534,0.0105266434503019,0.0055147318025714,0.0084960661454603,0.0058661284404535,1.5131475805832262,0
E437_16,2.1954717899856155,1.2630515519463048,0.0052153428402334,0.0089572584543997,0.0049571249544361,0.0372368571335502,1.7214730974922177,0
E4904_20,1.370949145913532,0.9368888067936656,0.0027759162898705,0.0568088943777302,0.0079525465458083,0.0136870000856584,1.8870357849156607,0
E2835_17,1.9331408772992504,0.6597805364924062,0.0029581377589648,0.0522724245024911,0.005408215437247,0.0126287595604755,1.571097623330129,0
E1053_24,1.6960726125023342,1.3638423386246032,0.0866837325050392,0.0657647743187632,0.0015353403695613,0.0039200344221171,1.6468938441451282,0
E3814_55,1.679131377912721,1.1787295699824023,0.0088356720420646,0.005011857330123,0.0277395362637358,0.0035232455813985,2.145219104125001,0
E3695_60,2.1087914665881047,1.227179195502958,0.0787888657008581,0.0480397807203682,0.1398765890328808,0.0227338313241244,1.8226512911872463,0
E2416_51,2.8173260479645617,1.2262001748374185,0.0057722787333299,0.0269608824255947,0.0124793076327352,0.0395516634596274,1.3332631677424651,0
E1648_51,1.8755636541787244,1.1208899924308062,0.0250781038762881,0.015183140218401,0.0238258831417171,0.0039685453191367,1.872660573778805,0
E2486_16,2.2328550976524126,0.6187687280955823,0.0643959116880722,0.0403790675858541,0.0134579936079713,0.0491873443860507,1.7500537720006493,0
E1774_1,1.1248156238183964,0.1210109473493881,0.0145473892322624,0.0079206951064834,0.0055695137762163,0.0197232002852553,0.2100579556532961,0
E2480_76,1.812934001390648,1.1969181749189868,0.0487377011024504,0.0667843932731353,0.0031865863358736,0.0005766381097988,1.9441001137362053,0
E918_22,2.1098834302683014,0.918441691874068,0.0101816748691484,0.0277316150002084,0.028428904231513,0.0088794427141982,1.6448575287712783,0
E2415_15,2.221553054805105,1.1111342169531613,0.0069196511253362,0.0025363904283292,0.0354704119748341,0.0122422518833641,1.3496070871884032,0
E654_14,1.5916055033200789,0.8451007426527616,0.0075794567650964,0.0405064526879495,0.000664012215744,0.0352734813441965,1.391538453378162,0
E4194_10,1.7050335570959314,0.8666583367354044,0.0046730716182985,0.0041521116348501,0.0063177580609892,0.0279040508108258,1.340624865451909,0
E3035_10,1.4548558081651677,0.7288338665056161,0.0042653657292426,0.0016131875949571,0.014122583777816,0.0045096549491872,1.2811765807205795,0
E1781_51,1.918941593599241,1.1171363872063391,0.0069729489043352,0.0478794503877944,0.0017250605784465,0.0130199611119731,1.6430602238453171,0
E4939_20,1.7065669973985986,0.9403753590679554,0.0163971592700319,0.0302030445806238,0.0599641501020042,0.0103888129541957,1.6662265994684446,0
E2356_23,2.032832157211958,0.7007369531926655,0.0006217363043845,0.0055579445951512,0.0266723367960643,0.0132681031011828,1.639680394410329,0
E2455_68,1.986624884908556,0.905523096965063,0.0990599881100266,0.0624971299693567,0.0551049851957457,0.0436599399673623,1.8508777708701427,0
E3296_14,1.9488042082866728,0.9696449083096292,0.0047220137090433,0.0047090339966401,0.0073547136894329,0.0105699476770651,1.4633377360493935,0
E4164_17,2.189544949024339,0.7829750090625086,0.0005148761274969,0.0112809866585485,0.025909245921226,0.0074926875943854,2.009586534568999,0
E2220_28,1.7621626445080851,1.3160744560000623,0.0578354812316893,0.0011042539899192,0.0130412577158262,0.0057737892488642,1.538359772320043,0
E3972_16,1.4170135556503465,0.7169554402410638,0.0021263100444023,0.0042795144418564,0.0021787444116261,0.0107417481047149,1.827943133303564,0
E3951_27,1.7062400920252865,0.9051763562616651,0.0124625706699352,0.001938875557481,0.0309624183540366,0.0703690150728752,1.4725703877841934,0
E4252_17,1.1099737489992103,0.5262545308953985,0.0606954542783449,0.0085819030454495,0.0061776770906024,0.0103394207829236,1.4789147953673427,0
E2338_12,1.3773082217761907,0.5482020764839425,0.0458048043702834,0.0644004635152741,0.0345734323770893,0.0085631613675371,1.243215903191928,0
E3323_42,1.717782550252042,1.0171063593302625,0.0404214808110196,0.0052674019676053,0.0425604528346219,0.0062907084072001,2.220296768997145,0
E4658_14,1.624252685782704,1.0512087138078563,0.0003970072961088,0.0148975375707405,0.0032463920331047,0.0088777682982036,2.025096550485449,0
E3068_31,1.8529216298935067,0.9462818126509064,0.000459909586015,0.0130593299012781,0.0451491813526499,0.0056778677408459,2.5218310591775697,0
E2066_14,1.583001504673282,0.7007492757675556,0.0350761643463318,0.0128102085605883,0.0046390200910486,0.0115843172566455,1.5140894923268786,0
E2213_43,1.7889127503469004,0.5675499136606008,0.0147881743775208,0.0067815120136576,0.0345583644317484,0.0492939705721996,1.894717191914384,0
E4540_12,2.193155269159643,0.7276235013245772,0.1425402762900773,0.0712810048156935,0.0045030566466107,0.0071748033097211,1.5009416149799155,0
E4052_49,1.633866971521529,1.2042556212713786,0.0129939477816001,0.0748768422619195,0.0772474648169747,1.9483192335321385e-05,1.8601703241887229,0
E2996_23,1.7978401444964835,0.7136274596307,0.0633804858460359,0.0293425726054573,0.0127190370387977,0.0236765913746732,1.753939671099347,0
E3700_28,1.3024070997610857,0.8968452473718589,0.0052613872842655,0.0366347027555675,0.0341885693269861,0.0054656222399404,1.602575958627539,0
E4406_2,1.122158358202536,0.224013501567168,0.0039647353778899,0.0080478702507126,0.0184051514187547,0.01,0.3520323296115204,0
E3527_35,2.3393287257730937,0.9324100527449825,0.0301197356231516,0.0030970081539147,0.0373323260305821,0.0260653845015012,1.843621192268676,0
E175_24,1.6213078167269523,0.3016633182710581,0.003599022928354,0.0022945228080848,0.0111122453403121,0.010670346849654,2.0694295482115828,0
E4646_16,2.194237838087153,0.9891580898848058,0.04076256827139,0.022716397728198,0.0001170118017262,0.0129971192243025,1.6998287227356583,0
E4435_7,1.0629364236449392,0.3861262007728573,0.002980639278519,0.0053364923697969,0.0107696135822811,0.0174455726656558,0.9171307704596936,0
E3425_6,1.6110422188655102,0.5533666871225891,0.0245415208039375,0.0005849214069916,0.0415357962470939,0.0015772430139428,0.9958547858342682,0
E1846_22,1.6230401998923345,0.7352757942840538,0.0012557791096741,0.0033736225590983,0.0318543655372273,0.0029799502637963,1.620078546061846,0
E2888_8,1.3543300618059937,0.5690730026078321,0.0064545905272755,0.0017275074593566,0.0087570649642494,0.0211777491281471,1.329448247732118,0
E1741_58,2.3725802584701947,1.5160449905973905,0.0249487699293404,0.0022162008932116,0.0041648572920161,0.0582231716273569,1.968247554584536,1
E3690_113,2.1347362970088217,1.7329513524730475,0.6277615989142741,0.0717859260273874,0.017421083287186,0.0191671348623908,2.105854019565254,1
E4408_109,1.5923766520182885,2.5056970708236035,0.1484756199371627,0.0053870097666557,0.0213776451526752,0.0019206516336839,2.481834498786084,1
E1212_62,1.9702064580705487,2.165948625447337,0.101311985457992,0.0042197832581366,0.0180430321091685,0.0018473475889282,2.022971841992624,1
E2945_60,2.078118824196173,1.6039869572734125,0.0028589867376177,0.0026645277805462,0.0001871190813688,0.0580837406766598,2.0244236615749585,1
E4280_69,2.146545923187319,1.8118425352475565,0.0548309344413545,0.0109560737367618,0.0019359763667143,0.0033468517098891,2.4317282554354147,1
E450_43,1.5447048882752614,1.5085425166328743,0.0195306510351988,0.0180452258066394,0.0288688669569145,0.0077167962422425,1.839113837853328,1
E3555_110,1.5428643360824312,2.150521426608199,0.6055385799753109,0.0100716915423128,0.0996878172030154,0.0165579231573217,2.137560867968935,1
E1666_88,1.7593676219354148,1.9867520130383671,0.0696201185085983,0.0074101818698009,0.0008838180469247,0.0182134509138268,1.3783300891266663,1
E1921_77,2.2569164785633844,2.1780476680903864,0.1816107421179949,0.0153847084677732,0.0137851360174881,0.0320156019109691,2.621798692688715,1
E871_108,1.8846188666354653,2.219824830967708,0.7023124415451162,0.0109417952218476,0.0088900993027932,0.0071337610427196,1.7672555896822164,1
E2911_35,2.1050846662338856,1.3680567691653982,0.0110580508821128,0.0276310450308407,0.0122480743656029,0.000581652296184,1.9835452360654184,1
E3405_57,2.233012570028087,1.6290918455854613,0.02190731901124,0.0737455241751877,0.0033138497596927,0.0384835785630996,1.7625569807800243,1
E1036_87,1.866854228398788,1.7039499180027466,0.5330270107648915,0.0282609424625346,0.0034448086526803,0.0142563614849158,2.028142381111844,1
E4143_55,1.7667078358740331,1.69022104153902,0.000517376118038,0.0033205252697733,0.0060282836144393,0.1895954755965664,2.066876110836466,1
E933_75,1.9560803733074,2.5593814120238134,0.0705575717882137,0.0231697087846045,0.045508229824552,0.0006938255374216,1.6003891206748244,1
E633_73,1.9581570436828213,2.3000518609124576,0.0742471791548216,0.0032691268531793,0.000491811722039,0.0244664377296824,2.661186522914232,1
E3049_90,1.933731529800584,1.9328607000843376,0.8441949757583586,0.0116205968767355,0.0110030705476763,0.0556249250378789,1.838538969720088,1
E4934_51,2.377366768218592,1.7067208614402216,0.0914913635938288,0.0042304674589142,0.0024684445964794,0.0045881941587116,2.4386758402438167,1
E2998_73,1.9365246286658613,2.11060761145343,0.8317195013850975,0.0036063543308645,0.0710517623384287,0.0068368736702278,1.1373965391367928,1
E2938_89,2.4205426415202766,1.6503245550425585,0.0949546802562088,2.4333798816783143e-05,0.0052501582794985,0.0090693232030058,2.617439334522266,1
E3593_100,2.165978787714657,2.0738682189361235,0.6881898920758571,0.0003896380717662,0.0738442012696115,0.0386660381958459,2.2512718833309067,1
E192_106,2.343265074555929,1.7863413895167448,0.7078920961722877,0.0014853504323734,0.0013487145668248,0.000893333638693,1.4762778996396395,1
E4301_68,2.2515726706100523,2.6685585397101166,0.3419885803381158,0.0241781037603015,0.0001650710014615,0.0012637128278594,1.8991313091665905,1
E1449_93,2.188209192883715,1.6781016074458703,0.3220287151895609,0.0051151571500851,0.0144850356982493,0.0216800410630665,1.7681319328174512,1
E2944_94,2.2784110605348267,1.7386730194420057,0.4369024776855344,0.0141279437352907,0.014308742278866,0.0055201554035049,2.070655613128392,1
E2660_64,2.4207032416971326,1.9353504605193377,0.2660144174031135,0.0458473575070283,0.0152252964575641,0.0352601044060557,2.1340944850288857,1
E13_84,1.227424959394234,1.889806878827676,0.3436377700943459,0.0111753067019808,0.0341692343601471,0.0063495007790945,1.4996501228292949,1
E2181_44,2.010193469002954,1.452491848089647,0.007066236007556,0.0215101182876715,0.0993664589001811,0.0010575958636586,2.296027724006444,1
E4022_26,1.6826854508008475,2.03487874290384,0.0012326696273507,0.0006262841487034,0.0194154026649142,0.0017470919405175,1.902199032722788,1
E3942_67,2.426203041403808,1.5092375900231605,0.0770474884099773,0.0201559514801909,0.0093206474507666,0.0007343268239663,2.1586017102180866,1
E2592_28,1.8726252210510423,1.902617327647277,0.0119829919513553,0.0043843667596654,0.0018337035732098,0.026916981247518,1.7298804218064132,1
E922_29,1.9288771529716071,1.4978168600223294,0.0058423314876688,0.000243870643239,0.0033468906411133,0.043975247896951,2.0313756145498845,1
E3114_53,2.2639277066711534,2.1368708166809247,0.0143351690456052,0.0271789058405418,0.000838470442124,0.0029820545641004,1.7959847836297065,1
E4443_95,2.381535433842928,1.9139774183043297,0.7318287983686665,0.0150700177988977,0.0218050757527791,0.0247154809437248,2.996185412245488,1
E4954_32,2.3076759422530952,1.7338646514084264,0.0010472819518731,0.00054147976974,0.001241757000665,0.0030691752940033,1.819133073381085,1
E1716_44,2.4022564648953293,1.5491787520874938,0.0001954807554172,0.0074162533282066,0.0085257863508229,0.0116888253864777,2.2629125833512167,1
E636_35,2.350620395557108,1.667968568595024,0.0424511092353653,0.0194815267944028,0.0043779808918876,0.0134526351455385,1.701294585686897,1
E2051_34,1.5792165819715702,1.8673998865487456,0.0394822298244934,0.0058673598403318,0.0024943792463745,0.0082379153680122,1.944963818201445,1
E2044_37,1.908288811411916,2.0343566787428826,0.0046169530754466,0.0033291900235983,0.0174599285493565,0.0010692943251614,1.9943216393557703,1
E1347_41,1.89204941427358,2.053447043963798,0.0150650194438207,0.0274675980246427,0.0373142987626117,0.0023609188693588,1.516514560016314,1
E4069_83,1.7573829363167162,1.6363592165356833,0.5689181500672201,0.0029219806505015,0.0284420162147242,0.0289186037677086,1.6366323872472106,1
E803_95,2.214452560018417,2.5456241411011327,0.3884987064833063,0.0199130967394797,0.0187466874597277,0.0652604190227561,2.3845954931021875,1
E3798_75,1.9276013940559744,1.6868402916940668,0.1756310508467739,0.0630734137293931,0.0353708814339196,0.0237895977215363,2.24875153711084,1
E3378_163,1.7283819388934003,2.155787647192429,0.7633348705676049,0.0022856999189418,0.0263615554456419,0.009034672691921,2.1312852940227405,1
E2522_42,1.9350400544965367,1.753948897850646,0.0055501952557157,0.0031880551649542,0.1153426723771283,0.0036824459560702,2.431654427885775,1
E153_84,1.5237621405529975,2.057983375878384,0.0054095136243918,0.0078460350871208,0.0068893858025909,0.0696597530605407,1.4259352861919663,1
E4544_67,1.873864710323322,2.0493527297554617,0.00471774643799,0.0087274419413585,0.0023576339353508,0.0006185621577166,2.0673870827558702,1
E824_64,2.2146575918185567,1.3980028627186352,0.6118284172930675,0.010938172152248,0.0011818771021997,0.0204942152283229,2.4075575672732183,1
E1608_86,2.462174391916589,2.50271987752939,0.7543765560673539,0.0049131831590397,0.0318688184557863,0.0009445703605708,1.4513945989586818,1
E4004_85,1.6424984742049382,2.0701176393758893,0.4952067467335557,0.0005853122995265,0.0114747716677359,0.0889570205841517,1.7385875936736912,1
E3376_66,2.0847034792149293,1.9105826703941773,0.3551850061698792,0.0158048435667818,0.0202811280504558,0.0099620262822711,2.039599396764309,1
E2555_129,2.0487350992023123,1.6951024328157236,0.1361060811381456,0.0266370204471016,0.0028342630284966,0.0007915270480822,1.9498021794821447,1
E1765_190,2.340595861623552,1.5932056471956877,0.9253714855384304,0.0468830095646308,0.0997342489278974,0.0044741412399874,1.9364489339595865,1
E4359_58,1.843552971903747,2.2242434900341768,0.4430182795191339,0.022271444363588,0.0113745565938866,0.0015892772727599,1.9205943319451504,1
E4753_116,1.5705220766346506,2.1435232522338645,0.5775336811992613,0.0300854774214221,0.0921684819967638,0.0011443416793854,1.7424589187633024,1
E1191_36,2.39086775953974,1.8500438875918763,0.0752463243398794,0.0456215365563848,0.0042346386428869,0.0042325561127594,1.4326679961889757,1
E1793_163,1.7674182375758558,2.7342395661386405,0.8406265319413018,0.0047812720013234,0.0153244022117445,0.0066346338432438,1.8256588610032287,1
E975_55,1.941556296066272,1.3950805982662768,0.0099082824892007,0.0031442925478701,0.0372986181494407,0.0156969086518023,1.886800093958864,1
E1929_73,2.1356228069120364,1.4211630963387032,0.0493479451757004,0.0040748496769656,0.0007436170568316,0.0023856146593648,2.077633319693857,1
E4234_39,1.5005594466965195,1.850764515588133,0.1291303440898004,0.0014417221381666,0.0359264390177741,0.0101645376309357,2.38514406818618,1
E1701_40,2.8788027719715847,2.377336851361489,0.0011590167906859,0.052156032088189,0.0173519804995474,0.0814782124076558,1.9836062483983128,1
E3598_89,2.570673526539333,2.1409918553070937,0.9304295111083584,0.0034323693764472,0.0342942840249429,0.0112522917432397,2.3368841564110965,1
E3585_28,2.22339386539526,1.728774280233231,0.0369060345996829,0.001551460938517,0.0287822541650252,0.0349925868862432,2.307642923695615,1
E1337_116,1.97680666819931,1.6726631828147012,0.4948277281490088,0.0113751386392552,0.034398677851649,0.0107188514506554,2.049409465783244,1
E4694_91,2.070360759212151,1.687343694309435,0.2533516827941961,0.0017553647131443,0.0075484319459533,0.0340568302595164,2.4219819708778605,1
E3640_84,2.2305577828527894,2.252830543657192,0.3304546223832271,0.0010926673713302,0.0433308112710372,0.0142502997307616,2.0479823498200567,1
E3138_47,1.92572214182478,1.944007850295734,0.0342395663051951,0.0184012922990336,0.0013273622983952,0.0028116225272064,2.382248252213275,1
E4384_85,1.7260369419208412,1.8995717553469016,0.6020688428919799,0.0002826066707641,0.0072445399547107,0.0030602296945863,1.4679672773833987,1
E4213_93,1.5334437066648734,1.9332017023650256,0.1780041923391665,0.004261433526203,0.0047642817804821,0.0276996570274309,1.2032750724837948,1
E3274_51,2.20876810118304,2.2636909075147216,0.0141542838324836,0.0200212284227058,0.0109127166178887,0.0341589328238496,1.624716774364272,1
